"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","AvgHrs"
"1972",45,"Stayed","Travel-Rarely","Research & Development",16,"Below College","Medical","Male","2","Sales Executive","Single",54840,1,20,"3",6,6,6,0,4,"Medium","Medium","Better","High","Outstanding",6.71
"1973",53,"Stayed","Travel-Frequently","Sales",8,"College","Medical","Male","2","Research Scientist","Married",120610,2,20,"1",30,2,15,6,12,"High","Medium","Better","Very High","Outstanding",7.8
"1974",36,"Left","Travel-Rarely","Research & Development",7,"College","Life Sciences","Female","1","Research Scientist","Divorced",56600,7,12,"0",9,3,1,0,0,"Low","High","Good","High","Excellent",6.08
"1975",26,"Left","Travel-Frequently","Sales",2,"Bachelor","Life Sciences","Male","2","Research Scientist","Married",48210,6,14,"2",6,2,3,1,2,"Low","Low","Better","High","Excellent",8.2
"1976",34,"Stayed","Travel-Rarely","Research & Development",2,"College","Life Sciences","Male","1","Sales Representative","Married",64100,1,13,"1",1,5,1,0,0,"High","High","Better","Medium","Excellent",9.19
"1977",28,"Stayed","Travel-Rarely","Research & Development",10,"Bachelor","Other","Male","2","Sales Representative","Married",52100,1,15,"0",1,1,1,0,0,"Very High","Medium","Better","Very High","Excellent",7.84
"1978",38,"Stayed","Travel-Frequently","Sales",9,"Master","Medical","Male","2","Research Scientist","Married",26950,3,14,"1",8,4,2,2,2,"High","High","Better","Low","Excellent",7.57
"1979",50,"Stayed","Travel-Rarely","Research & Development",5,"Master","Life Sciences","Male","1","Sales Executive","Married",118780,2,13,"1",29,2,8,7,7,"Medium","High","Good","High","Excellent",9.6
"1980",37,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Life Sciences","Male","1","Laboratory Technician","Single",170680,3,23,"0",8,6,4,0,1,"Very High","Medium","Good","High","Outstanding",7.31
"1981",40,"Stayed","Travel-Rarely","Human Resources",2,"Bachelor","Medical","Male","5","Sales Executive","Married",24550,1,15,"1",8,2,7,7,5,"High","Low","Good","High","Excellent",6.08
"1982",26,"Stayed","Travel-Frequently","Research & Development",3,"Bachelor","Medical","Male","2","Laboratory Technician","Divorced",139640,1,11,"2",5,1,5,1,3,"Low","High","Better","Medium","Excellent",7.71
"1983",46,"Stayed","Travel-Rarely","Research & Development",2,"Below College","Medical","Female","3","Research Scientist","Divorced",49410,9,13,"2",23,2,2,2,2,"Very High","Very High","Better","Medium","Excellent",7.42
"1984",54,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Medical","Female","2","Manufacturing Director","Married",24780,6,11,"0",13,0,9,7,0,"High","High","Better","High","Excellent",7.66
"1985",56,"Stayed","Travel-Frequently","Research & Development",1,"College","Life Sciences","Female","2","Manufacturing Director","Married",52280,2,11,"0",18,4,5,0,3,"Low","High","Better","High","Excellent",6.91
"1986",36,"Stayed","Travel-Rarely","Research & Development",4,"College","Life Sciences","Female","2","Human Resources","Single",44780,0,18,"1",15,3,14,7,8,"Very High","Very High","Good","High","Excellent",6.62
"1987",55,"Stayed","Non-Travel","Research & Development",2,"Bachelor","Medical","Female","2","Manager","Single",75470,7,16,"0",31,2,9,6,2,"High","Low","Best","Medium","Excellent",6.08
"1988",43,"Stayed","Travel-Rarely","Sales",25,"College","Life Sciences","Male","3","Research Scientist","Divorced",50550,5,22,"0",18,2,1,0,0,"High","Very High","Better","Medium","Outstanding",7.92
"1989",20,"Left","Travel-Frequently","Sales",8,"Bachelor","Marketing","Male","3","Sales Executive","Single",34640,1,20,"0",2,3,2,0,2,"Very High","Very High","Better","Medium","Outstanding",9.13
"1990",21,"Left","Travel-Rarely","Research & Development",1,"Master","Life Sciences","Male","1","Manager","Single",57750,1,18,"0",1,2,1,1,0,"High","Low","Good","High","Excellent",6.65
"1991",46,"Stayed","Travel-Rarely","Sales",12,"Bachelor","Marketing","Female","3","Healthcare Representative","Divorced",89430,8,12,"1",19,6,16,1,7,"Very High","Low","Better","High","Excellent",10.97
"1992",51,"Left","Travel-Rarely","Sales",23,"Bachelor","Medical","Female","2","Research Scientist","Married",192720,9,20,"0",18,2,10,2,7,"Low","High","Best","High","Outstanding",8.69
"1993",28,"Left","Non-Travel","Research & Development",19,"Master","Life Sciences","Female","4","Laboratory Technician","Single",52380,1,17,"1",10,4,10,1,9,"Medium","Low","Good","Medium","Excellent",7.39
"1994",26,"Stayed","Travel-Rarely","Research & Development",5,"Master","Medical","Female","2","Sales Executive","Married",46820,1,11,"1",6,3,5,1,3,"Low","Low","Better","Low","Excellent",7.49
"1995",30,"Stayed","Travel-Rarely","Research & Development",8,"Bachelor","Medical","Female","1","Sales Executive","Married",183000,0,14,"0",7,6,6,0,2,"High","Low","Good","High","Excellent",6.24
"1996",41,"Stayed","Travel-Rarely","Sales",1,"Master","Life Sciences","Female","1","Research Director","Married",52570,1,14,"0",10,2,10,0,8,"Medium","High","Better","Very High","Excellent",7.89
"1997",38,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Technical Degree","Male","1","Sales Executive","Married",63490,2,11,"0",20,3,19,1,9,"High","High","Good","High","Excellent",7.29
"1998",40,"Stayed","Travel-Rarely","Sales",1,"Master","Marketing","Male","1","Sales Executive","Married",48690,4,12,"0",14,2,11,11,1,"Low","Very High","Better","High","Excellent",7.92
"1999",27,"Stayed","Non-Travel","Sales",11,"Bachelor","Technical Degree","Female","2","Laboratory Technician","Married",99850,1,14,"1",3,3,3,1,2,"Low","High","Better","Medium","Excellent",7.99
"2000",55,"Stayed","Travel-Frequently","Research & Development",23,"Doctor","Life Sciences","Male","3","Laboratory Technician","Married",36970,3,13,"1",23,1,3,1,2,"Very High","Medium","Better","High","Excellent",6.7
"2001",28,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Life Sciences","Male","2","Healthcare Representative","Single",74570,3,11,"2",10,1,8,1,7,"High","High","Best","Very High","Excellent",6.57
"2002",44,"Left","Travel-Rarely","Research & Development",18,"Master","Life Sciences","Female","2","Sales Executive","Married",21190,9,15,"0",24,3,20,3,6,"Medium","Low","Better","High","Excellent",6.17
"2003",33,"Stayed","Travel-Rarely","Sales",23,"Master","Marketing","Female","4","Sales Executive","Divorced",39830,4,12,"0",9,3,3,1,2,"Very High","Very High","Better","High","Excellent",6.38
"2004",35,"Left","Travel-Rarely","Sales",7,"Master","Life Sciences","Male","3","Sales Representative","Single",61180,0,21,"1",9,3,8,4,7,"Very High","Low","Better","Medium","Outstanding",9.78
"2005",33,"Left","Travel-Frequently","Research & Development",1,"College","Life Sciences","Female","1","Sales Executive","Single",62140,1,19,"2",14,3,13,3,8,"Low","High","Better","High","Excellent",7.78
"2006",28,"Stayed","Travel-Rarely","Human Resources",1,"Below College","Human Resources","Male","2","Research Scientist","Divorced",63470,1,15,"1",4,2,4,2,2,"Low","High","Good","High","Excellent",6.71
"2007",34,"Stayed","Travel-Frequently","Sales",29,"Master","Marketing","Male","1","Research Scientist","Single",115100,0,14,"1",7,5,6,0,4,"Low","Very High","Good","High","Excellent",6.72
"2008",37,"Stayed","Travel-Rarely","Research & Development",7,"Master","Life Sciences","Male","4","Sales Executive","Divorced",71430,2,21,"0",8,6,1,0,0,"Very High","Very High","Better","Medium","Outstanding",10.59
"2009",25,"Left","Travel-Rarely","Human Resources",25,"Master","Human Resources","Female","2","Research Scientist","Married",82680,1,12,"0",7,3,7,5,6,"Very High","Very High","Best","Medium","Excellent",10.87
"2010",26,"Left","Travel-Rarely","Sales",8,"College","Marketing","Male","2","Sales Executive","Divorced",80950,1,15,"0",1,3,1,0,0,"Low","High","Good","Very High","Excellent",7.79
"2011",33,"Left","Travel-Rarely","Research & Development",8,"College","Life Sciences","Male","4","Manufacturing Director","Single",29040,4,13,"0",5,2,2,2,2,"Low","Medium","Better","High","Excellent",10.22
"2012",42,"Stayed","Travel-Rarely","Research & Development",11,"Below College","Life Sciences","Male","4","Research Scientist","Married",60320,0,14,"0",23,2,22,13,7,"Very High","Low","Better","Medium","Excellent",6.81
"2013",28,"Left","Travel-Frequently","Research & Development",7,"Bachelor","Life Sciences","Male","2","Manager","Divorced",29760,1,14,"0",1,3,1,0,0,"Low","Medium","Better","High","Excellent",6.28
"2014",50,"Left","Travel-Frequently","Research & Development",1,"Master","Medical","Male","2","Research Scientist","Single",159920,3,14,"0",5,3,0,0,0,"Very High","High","Better","High","Excellent",10.51
"2015",33,"Stayed","Travel-Frequently","Sales",9,"Bachelor","Medical","Female","2","Research Scientist","Married",46490,0,12,"0",4,2,3,0,2,"Very High","Medium","Better","Medium","Excellent",8.01
"2016",34,"Stayed","Non-Travel","Sales",1,"Below College","Marketing","Female","2","Research Director","Married",26960,3,23,"0",6,3,0,0,0,"High","Very High","Better","High","Outstanding",7.11
"2017",48,"Stayed","Non-Travel","Sales",2,"Below College","Life Sciences","Male","2","Sales Executive","Single",23700,2,11,"0",27,3,5,2,1,"Low","Very High","N/A","High","Excellent",6.2
"2018",45,"Stayed","Non-Travel","Research & Development",1,"Bachelor","Medical","Female","2","Human Resources","Married",125040,1,12,"1",15,2,15,4,12,"Medium","High","Better","High","Excellent",6.02
"2019",52,"Stayed","Travel-Rarely","Sales",1,"Bachelor","Life Sciences","Male","1","Sales Executive","Single",59740,7,18,"1",18,6,8,4,0,"Medium","Medium","Better","High","Excellent",8.01
"2020",38,"Stayed","Travel-Rarely","Research & Development",6,"College","Medical","Male","1","Research Scientist","Divorced",47360,0,11,"1",9,3,8,2,7,"High","High","Better","Medium","Excellent",10.69
"2021",29,"Stayed","Travel-Rarely","Research & Development",8,"Bachelor","Medical","Female","4","Research Scientist","Divorced",52960,4,14,"0",11,3,7,1,7,"High","Very High","Better","Very High","Excellent",6.31
"2022",28,"Stayed","Travel-Rarely","Human Resources",1,"Bachelor","Human Resources","Female","4","Laboratory Technician","Divorced",67810,0,15,"1",10,2,9,1,7,"Very High","Medium","Good","High","Excellent",6.91
"2023",46,"Stayed","Travel-Rarely","Research & Development",6,"Master","Medical","Male","3","Sales Executive","Married",21740,3,11,"1",23,3,12,4,9,"Low","High","Better","High","Excellent",6.39
"2024",38,"Stayed","Travel-Rarely","Research & Development",7,"Master","Medical","Male","1","Sales Executive","Single",66530,7,20,"1",10,2,1,0,0,"Very High","Medium","Better","High","Outstanding",7.38
"2025",43,"Stayed","Travel-Frequently","Research & Development",5,"Bachelor","Medical","Female","2","Laboratory Technician","Married",96990,8,19,"1",18,3,8,0,1,"High","Low","Better","High","Excellent",7.07
"2026",39,"Left","Travel-Frequently","Sales",1,"Bachelor","Marketing","Male","2","Healthcare Representative","Divorced",67550,7,14,"1",21,2,18,11,5,"Low","Very High","Better","High","Excellent",7.21
"2027",40,"Stayed","Travel-Rarely","Research & Development",1,"Below College","Life Sciences","Male","1","Healthcare Representative","Single",22130,1,17,"0",21,4,20,4,9,"High","High","Best","High","Excellent",6.01
"2028",21,"Stayed","Travel-Rarely","Research & Development",1,"Master","Life Sciences","Female","1","Research Scientist","Single",26100,1,11,"1",2,3,2,2,2,"Very High","Medium","Best","Medium","Excellent",10.51
"2029",39,"Stayed","Non-Travel","Research & Development",6,"Bachelor","Life Sciences","Male","1","Laboratory Technician","Single",28510,9,15,"0",9,2,5,0,3,"High","Medium","Good","High","Excellent",6.21
"2030",36,"Stayed","Non-Travel","Research & Development",1,"Bachelor","Medical","Male","3","Sales Representative","Single",34520,2,13,"3",18,4,11,0,9,"Low","Very High","Better","Very High","Excellent",7.21
"2031",31,"Stayed","Travel-Frequently","Research & Development",7,"Bachelor","Life Sciences","Male","1","Sales Executive","Married",52580,0,14,"3",3,5,2,2,2,"High","Very High","Better","High","Excellent",6.61
"2032",28,"Stayed","Travel-Rarely","Sales",2,"Master","Marketing","Male","1","Sales Executive","Married",93550,0,11,"0",6,4,5,0,4,"Low","Medium","Bad","High","Excellent",7.52
"2033",35,"Stayed","Travel-Frequently","Research & Development",9,"College","Other","Female","1","Manufacturing Director","Divorced",104960,1,13,"1",5,2,5,0,2,"Very High","Very High","Better","High","Excellent",6.6
"2034",49,"Stayed","Travel-Rarely","Sales",2,"College","Medical","Female","1","Sales Executive","Married",63800,6,23,"1",22,1,9,2,3,"Very High","Medium","Better","Medium","Outstanding",7.18
"2035",34,"Stayed","Travel-Frequently","Sales",9,"Below College","Technical Degree","Male","2","Sales Executive","Single",26570,2,13,"1",5,3,3,0,2,"Very High","High","Good","Medium","Excellent",8.01
"2036",29,"Stayed","Travel-Frequently","Research & Development",1,"Master","Medical","Male","3","Research Scientist","Divorced",27160,0,18,"0",8,2,7,1,1,"Very High","Medium","Good","Low","Excellent",7.09
"2037",42,"Stayed","Travel-Rarely","Sales",21,"College","Life Sciences","Female","1","Healthcare Representative","Single",22010,4,12,"1",16,3,1,0,0,"Medium","Very High","Better","Very High","Excellent",7.21
"2038",29,"Stayed","Travel-Rarely","Sales",4,"College","Other","Female","2","Healthcare Representative","Married",65400,1,22,"0",10,2,10,1,2,"Medium","Very High","Good","Low","Outstanding",10.87
"2039",38,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Medical","Female","1","Human Resources","Married",38160,1,13,"2",7,2,7,5,0,"High","High","Best","Medium","Excellent",6.52
"2040",28,"Stayed","Travel-Frequently","Sales",6,"Master","Life Sciences","Male","1","Manager","Divorced",52530,1,15,"0",3,2,3,0,2,"High","High","Better","High","Excellent",10.72
"2041",18,"Left","Non-Travel","Research & Development",2,"Master","Medical","Male","3","Laboratory Technician","Single",109650,1,18,"0",0,5,0,0,0,"High","High","Better","Very High","Excellent",6.99
"2042",33,"Left","Travel-Rarely","Research & Development",3,"College","Life Sciences","Male","1","Sales Executive","Single",49360,0,14,"0",6,2,5,0,3,"Low","Low","Better","Medium","Excellent",8.96
"2043",41,"Stayed","Travel-Rarely","Research & Development",4,"College","Medical","Male","2","Research Scientist","Married",25430,3,12,"0",6,3,1,0,0,"Medium","Very High","Better","High","Excellent",8.1
"2044",31,"Left","Travel-Frequently","Sales",10,"Bachelor","Technical Degree","Female","1","Research Director","Married",53040,1,17,"0",2,3,2,2,2,"High","High","Good","Very High","Excellent",7.06
"2045",37,"Stayed","Travel-Rarely","Research & Development",23,"Bachelor","Life Sciences","Male","3","Manufacturing Director","Divorced",166590,7,16,"1",9,2,6,1,3,"High","Very High","Better","High","Excellent",7.96
"2046",27,"Stayed","Travel-Rarely","Research & Development",6,"College","Medical","Female","1","Healthcare Representative","Married",42600,1,11,"2",4,2,4,2,2,"Very High","High","Better","High","Excellent",7.4
"2047",34,"Stayed","Travel-Rarely","Sales",1,"Below College","Marketing","Female","2","Laboratory Technician","Married",24760,1,19,"0",6,2,6,1,3,"Medium","High","Good","High","Excellent",7.09
"2048",35,"Stayed","Travel-Rarely","Research & Development",6,"Bachelor","Life Sciences","Female","3","Laboratory Technician","Single",31020,1,13,"1",6,3,5,1,4,"High","High","Bad","Medium","Excellent",6.79
"2049",29,"Left","Travel-Rarely","Research & Development",6,"Bachelor","Life Sciences","Male","1","Sales Executive","Married",22440,1,12,"3",11,5,11,3,10,"Very High","Low","Bad","Low","Excellent",6.8
"2050",40,"Stayed","Travel-Frequently","Research & Development",2,"Master","Medical","Male","4","Human Resources","Single",75960,9,11,"0",20,0,18,2,13,"Medium","High","Good","Low","Excellent",6.73
"2051",42,"Left","Travel-Frequently","Sales",2,"Master","Life Sciences","Male","1","Laboratory Technician","Single",22850,0,16,"0",22,3,21,13,14,"High","Low","Good","Low","Excellent",8.04
"2052",42,"Stayed","Travel-Rarely","Research & Development",1,"College","Life Sciences","Male","4","Laboratory Technician","Single",30340,7,21,"1",9,3,6,1,5,"Medium","Low","Best","Medium","Outstanding",7.69
"2053",35,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Medical","Male","1","Healthcare Representative","Married",57150,6,24,"2",10,0,8,1,7,"Very High","High","Better","High","Outstanding",7.07
"2054",24,"Stayed","Travel-Rarely","Sales",7,"Master","Life Sciences","Female","1","Laboratory Technician","Single",25760,8,17,"3",6,3,4,1,2,"Very High","Medium","Better","High","Excellent",7.87
"2055",28,"Left","Travel-Rarely","Research & Development",15,"Master","Life Sciences","Male","2","Sales Executive","Married",41970,1,13,"0",1,3,1,0,0,"High","Very High","Good","Low","Excellent",10.26
